Category,Setting,Diagnosis,Year,Month,Date,Count
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,596
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,847
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,808
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,554
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,532
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,457
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,418
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,466
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,453
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,493
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,482
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,501
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,477
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,587
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,13
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,5
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,8
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,10
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,14
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,5
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,4
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,12
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,12
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,13
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,11
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,7
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,11
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,4
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,7
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,17
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,14
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,10
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,13
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,16
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,14
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,15
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,13
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,7
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,12
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,8
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,3
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,2
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,2
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,4
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,2
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,46
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,47
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,52
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,56
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,62
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,57
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,65
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,52
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,49
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,48
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,60
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,111
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,98
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,61
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,71
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,43
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,46
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,38
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,42
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,53
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,62
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,59
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,60
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,61
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,86
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,70
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,84
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,101
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,74
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,67
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,102
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,66
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,61
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,63
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,102
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,206
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,140
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,92
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,63
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,55
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,56
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,44
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,61
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,74
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,77
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,74
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,91
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,72
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,192
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,131
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,189
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,192
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,160
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,148
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,199
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,178
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,143
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,175
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,220
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,303
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,277
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,177
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,176
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,150
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,143
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,149
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,154
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,179
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,166
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,163
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,177
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,183
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,116
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,85
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,112
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,110
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,96
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,84
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,107
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,99
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,73
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,68
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,103
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,201
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,161
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,114
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,93
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,76
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,85
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,58
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,92
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,101
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,92
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,96
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,97
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,94
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,3
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,1
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,2
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,6
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,6
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,8
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,1
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,2
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,6
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,3
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,7
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,3
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,Jan-20,96
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,Feb-20,84
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,104
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,92
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,95
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,Jun-20,83
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,111
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,103
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,88
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,88
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,Nov-20,88
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,101
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,115
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,98
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,86
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,74
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,May-21,86
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,67
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,84
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,112
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,101
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,94
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,86
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,Dec-21,107
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,Mar-20,2
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,Apr-20,4
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,May-20,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,Jul-20,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,Aug-20,5
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,Sep-20,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,Oct-20,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,Dec-20,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,Jan-21,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,Feb-21,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,Mar-21,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,Apr-21,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,Jun-21,2
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,Jul-21,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,Aug-21,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,Sep-21,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,Oct-21,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,Nov-21,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,4,Apr-20,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,5,May-20,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,6,Jun-20,3
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,7,Jul-20,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,8,Aug-20,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,9,Sep-20,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,11,Nov-20,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2020,12,Dec-20,9
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,1,Jan-21,6
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,2,Feb-21,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,3,Mar-21,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,6,Jun-21,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,8,Aug-21,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,9,Sep-21,1
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,10,Oct-21,2
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,11,Nov-21,3
Anxiety,Emergency Dept,Secondary (COVID-19 Primary),2021,12,Dec-21,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,4,Apr-20,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,5,May-20,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,9,Sep-20,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,11,Nov-20,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2020,12,Dec-20,13
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,1,Jan-21,14
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,2,Feb-21,3
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,4,Apr-21,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,7,Jul-21,2
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,8,Aug-21,2
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,9,Sep-21,2
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,10,Oct-21,1
Asthma,Emergency Dept,Secondary (COVID-19 Primary),2021,11,Nov-21,2
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,6,Jun-20,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,7,Jul-20,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,8,Aug-20,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,9,Sep-20,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,10,Oct-20,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2020,12,Dec-20,5
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,1,Jan-21,2
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,2,Feb-21,3
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,8,Aug-21,3
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,10,Oct-21,1
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,11,Nov-21,3
Cancer,Emergency Dept,Secondary (COVID-19 Primary),2021,12,Dec-21,1
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,4,Apr-20,29
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,5,May-20,10
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,6,Jun-20,21
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,7,Jul-20,36
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,8,Aug-20,31
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,9,Sep-20,18
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,10,Oct-20,11
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,11,Nov-20,24
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2020,12,Dec-20,171
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,1,Jan-21,142
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,2,Feb-21,28
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,3,Mar-21,14
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,4,Apr-21,7
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,5,May-21,2
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,6,Jun-21,5
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,7,Jul-21,9
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,8,Aug-21,33
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,9,Sep-21,21
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,10,Oct-21,19
Cardiac Arrest,Emergency Dept,Secondary (COVID-19 Primary),2021,11,Nov-21,17
