Category,Setting,Diagnosis,Year,Month,Date,Count
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,107
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,95
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,89
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,80
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,73
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,75
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,88
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,83
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,97
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,104
Chronic Obstructive Pulmonary Disease (COPD),Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,101
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,41
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,44
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,44
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,36
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,31
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,42
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,47
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,53
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,44
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,44
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,38
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,40
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,45
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,49
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,40
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,37
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,25
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,38
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,25
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,36
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,36
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,33
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,23
Depression,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,33
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,339
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,305
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,343
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,375
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,332
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,326
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,366
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,330
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,322
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,277
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,368
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,566
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,559
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,372
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,345
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,276
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,265
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,288
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,281
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,306
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,302
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,318
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,321
Diabetes,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,364
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,563
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,495
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,582
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,566
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,528
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,492
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,587
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,537
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,484
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,487
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,596
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,847
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,808
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,554
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,532
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,457
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,418
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,466
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,453
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,493
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,482
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,501
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,477
Hypertension,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,587
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,13
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,5
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,8
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,10
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,14
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,5
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,4
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,12
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,12
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,13
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,11
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,7
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,9
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,11
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,4
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,7
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,3
Mood Disorders (Excluding Depression),Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,17
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,14
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,10
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,13
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,16
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,14
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,15
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,13
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,8
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,9
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,7
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,11
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,12
Non-Mood Psychotic Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,8
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,3
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,2
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,2
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,1
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,4
Nonpsychotic Disorders (Excluding Anxiety),Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,2
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,46
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,47
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,52
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,56
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,62
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,57
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,65
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,52
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,49
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,48
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,60
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,111
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,98
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,61
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,71
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,43
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,46
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,38
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,42
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,53
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,62
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,59
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,60
Obesity,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,61
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,86
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,70
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,84
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,101
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,74
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,67
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,102
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,66
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,61
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,63
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,102
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,206
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,140
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,92
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,63
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,55
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,56
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,44
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,61
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,74
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,77
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,74
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,91
Pneumonia,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,72
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,192
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,131
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,189
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,192
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,160
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,148
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,199
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,178
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,143
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,175
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,220
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,303
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,277
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,177
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,176
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,150
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,143
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,149
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,154
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,179
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,166
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,163
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,177
Respiratory Arrest/Failure,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,183
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,116
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,85
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,112
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,110
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,96
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,84
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,107
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,99
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,73
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,68
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,103
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,201
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,161
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,114
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,93
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,76
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,85
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,58
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,92
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,101
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,92
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,96
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,97
Sepsis,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,94
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,3
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,1
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,2
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,6
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,6
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,8
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,1
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,5
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,2
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,6
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,3
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,4
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,7
Stroke,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,3
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,1,1/2020,96
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,2,2/2020,84
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,104
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,92
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,95
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,6,6/2020,83
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,111
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,103
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,88
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,88
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,11,11/2020,88
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,101
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,115
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,98
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,86
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,74
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,5,5/2021,86
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,6,6/2021,67
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,7,7/2021,84
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,8,8/2021,112
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,9,9/2021,101
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,10,10/2021,94
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,11,11/2021,86
Substance Use Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,12,12/2021,107
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,3,3/2020,2
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,4,4/2020,4
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,5,5/2020,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,7,7/2020,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,8,8/2020,5
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,9,9/2020,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,10,10/2020,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2020,12,12/2020,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,1,1/2021,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,2,2/2021,1
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,3,3/2021,3
Unspecified Mental Disorders,Emergency Dept,Secondary (COVID-19 Not Primary),2021,4,4/2021,3
